name,blurb,goal,pledged,usd_pledged,backers_count,country,currency,created_at,launched_at,deadline,staff_pick,spotlight,creator,is_starrable,state,category,is_liked,is_disliked,url,campaign_day_length
Aizendore's Vault of Tragic Treasure - Magic Items for 5e,A 300-page tome packed with 300+ magic items and lore. A 200-page adventure module set in the Elemental Planes. And More! For 5e.,12000.0,79955.13,110538.0135989754,1366,GB,GBP,2020-07-08,2021-04-08,2021-05-08,False,True,Paddy Finn,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/paddyfinn/aizendores-vault-of-tragic-treasure,30
Blackstorm Realms: A 5th Edition Setting,Sword & sorcery meets epic space fantasy! A versatile campaign setting for 5e.,24000.0,111128.0,111128.0,1767,US,USD,2020-08-31,2020-09-28,2020-11-06,False,True,Jetpack7,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/782735675/blackstorm-realms-a-5th-edition-setting,39
ORC Tusklands,"Support-Free Orc Miniatures, Terrain and Role-Playing (5e) PDF Compendium for Tabletop Gaming (.stl files for 3D printers)",1000.0,109978.0,109978.0,864,US,USD,2020-07-13,2020-08-27,2020-09-24,False,True,Rocket Pig Games,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/rocketpiggames/orc-tusklands,28
Tome of Mystical Tattoos for 5e,A compendium of over 100+ unique magical tattoos compatible with the fifth edition of Dungeons and Dragons!,3000.0,137587.29,108151.7385970932,5024,CA,CAD,2020-11-28,2020-12-18,2021-01-17,False,True,Karl Nicolas,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/natwuns/tome-of-mystical-tattoos-for-5e,30
Venture Maidens Campaign Guide for 5th Edition,The Venture Maidens Campaign Guide presents a 5e-compatible roleplaying setting born from the actual-play podcast of the same name.,15050.0,107733.0,107733.0,1926,US,USD,2021-03-17,2021-04-08,2021-05-09,False,True,2CGaming,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/2cgaming/venture-maidens-campaign-guide-for-5th-edition,31
Stargazer's Guide to Aroria,"A campaign setting for 5E that brings a robust Zodiac character creation system, new races, subclasses, & grand world to explore.",24500.0,102890.0,102890.0,1932,US,USD,2021-05-18,2021-07-19,2021-08-18,False,True,Ink and Lyre,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/sgta/stargazers-guide-to-aroria,30
Lasers & Liches - New 5E Sourcebooks,"A new setting for 5E. Including new races, classes, spells, magic items, monsters, mechanics, and universe! The Retroverse lives!",12000.0,102144.0,102144.0,1654,US,USD,2019-01-31,2019-02-12,2019-03-14,False,True,Chris Lock,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/snickelsox/lasers-and-liches-new-5e-sourcebooks,30
Sea King's Malice: a 5E Adventure in the Deadly Depths,"A lavishly-illustrated hardcover book, with maps from Beadle & Grimm's, a host of additional resources, and much more!",17000.0,102001.0,102001.0,1124,US,USD,2019-02-26,2019-05-14,2019-06-13,False,True,Frog God Games,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/froggodgames/sea-kings-malice-a-5e-adventure-in-the-deadly-dept,30
Dungeon Notes,A set of 5E Journals and Guided Sticky Notes for both D&D Players and DMs. Keep track of your home game like never before.,10000.0,101647.0,101647.0,1351,US,USD,2020-10-28,2021-03-09,2021-04-08,True,True,1985 Games,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/1985games/dungeon-notes,30
Crystalpunk Campaign Setting for 5e,"A magic-fuelled future for 5e tabletop role-playing, including a unique new world, new character options, and much more!",30000.0,131423.62,100172.1976362976,2171,AU,AUD,2020-06-01,2021-02-03,2021-03-05,False,True,Plus Three Press,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/plusthreepress/crystalpunk-campaign-setting-for-5e,30
Damage Dice 2: Physical Damage and More for D&D 5e,"Special dice designed to add style, theme and function to slashing, piercing, bludgeoning and more in Dungeons and Dragons 5th edition",20000.0,100638.5,100638.5,1222,US,USD,2020-11-16,2021-01-12,2021-02-16,False,True,Al McWilliams,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/damagedice/damage-dice-2-physical-damage-types-for-dandd-5e,35
HeroBook GM - The 5E Game Master Notebook,"HeroBook GM is the ultimate toolkit for 5E game masters, with a reusable party tracker and tons of resources in a deluxe notebook.",40000.0,134308.29,101126.2423563822,2434,CA,CAD,2018-11-02,2019-03-05,2019-04-04,False,True,Material Components,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/materialcomponents/herobook-gm-the-5e-game-master-notebook,30
Farsight - 5E Evolved Explorative Sci-Fi RPG,"A science fiction roleplaying game on exploration and conflict, based on 5E Evolved, a Sci-Fi ruleset developed starting from 5E!",8000.0,70822.0,98071.03787292,1421,GB,GBP,2020-10-27,2021-02-14,2021-03-16,False,True,Lightfish Games,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/lightfishgames/farsight-5e-evolved-explorative-sci-fi-rpg,30
Grio's Guide to the Wildlands (D&D 5e),"A supplement for 5th Edition DMs, filled with challenges and hazards for wilderness environments.  Transform travel into adventure!",15000.0,96219.0,96219.0,2220,US,USD,2021-04-01,2021-05-12,2021-06-15,False,True,Next-Level Gaming,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/nldd/grios-guide-to-the-wildlands,34
Planegea: The Prehistoric 5th Edition Campaign Setting,"Discover a world of raw action, primordial horror, & mystic awe in Planegea for 5E!",15000.0,95927.0,95927.0,1160,US,USD,2021-06-23,2021-10-19,2021-11-18,True,False,Atlas Games,True,live,Tabletop Games,False,False,https://www.kickstarter.com/projects/atlasgames/planegea,30
Incantations,A book of narrative and worldly spells 5E DnD.,7000.0,94346.0,94346.0,3087,US,USD,2021-06-20,2021-06-29,2021-07-31,False,True,Metal Weave Games,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/mwgames/incantations,32
Animal Companion Miniatures by Critit,Animal Companion Miniatures for game play in both Dungeons & Dragons 5e and Pathfinder.,10000.0,70985.0,92500.6514593,1480,GB,GBP,2018-09-17,2018-10-01,2018-10-30,False,True,Critit.co.uk,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/163050832/animal-companion-miniatures-by-critit,29
Necropolis: An Epic Adventure in the Desert Sands,The legendary adventure updated and rewritten for 5e and S&W! An ancient evil has reawakened in the Necropolis....,15000.0,88132.5,88132.5,1267,US,USD,2021-04-25,2021-07-22,2021-08-21,False,True,Necromancer Games,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/necromancergames/necropolis-an-adventure-in-the-desert-sands-for-5e-and-sw,30
A Touch of Class: 7 New Classes for 5th Edition,"Meet the full alchemist, cardcaster, diabolist, feywalker, morph, noble, and occultist classes for your 5E games in this 70-page book!",1000.0,67691.0,84925.10693888,2454,GB,GBP,2017-03-16,2017-04-03,2017-05-05,False,True,Morrus,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/enworld/a-touch-of-class-7-new-classes-for-5th-edition,32
AFFINITY: Three sci-fi/fantasy campaign settings for 5E,"600+ pages of races, classes, weapons, armor, magic & monsters within three interconnected worlds from the creator of Ultramodern5.",5600.0,107128.29,84982.3217324151,1175,CA,CAD,2021-01-06,2021-03-30,2021-04-29,False,True,Chris Dias,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/diasexmachina/affinity-three-sci-fi-fantasy-campaign-books-for-5e,30
Historica Arcanum: The City of Crescent (5E),Sourcebook Inspired by Near Eastern Cultures | Professions for 5E Characters | Toolbox to Forge Your Alternate History Campaigns,8000.0,86676.0,86676.0,1716,US,USD,2021-04-07,2021-08-23,2021-09-22,True,True,Metis Media,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/metismediarpg/historica-arcanum-seekers-handbook-to-orient,30
Dragonbond: Great Wyrms of Drakha,"5e RPG adventures and encounters against Great Wyrms, gargantuan plastic Dragon miniatures and new STL files for 3D printing.",50000.0,86065.5,86065.5,1408,US,USD,2020-02-29,2020-10-20,2020-11-19,False,True,Draco Studios,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/dracostudios/great-wyrms-of-drakha,30
"The Lost Lands: Bard's Gate for 5E, Pathfinder, and S&W!",The latest addition to The Lost Lands: Bard's Gate is a massive city full of exciting adventures in one massive full color book!,70000.0,85161.0,85161.0,726,US,USD,2016-05-23,2016-05-27,2016-07-09,False,True,Frog God Games,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/froggodgames/the-lost-lands-bards-gate-for-5e-pathfinder-and-sa,43
Secrets of the Drow Trilogy (5e),"A Dark Elf Book with Three Dangerous Adventures for Fifth Edition (Dnd/RPG). 
160 pages packed with fantasy, intrigues and drow lore.",1780.0,60952.25,84360.406947025,2134,GB,GBP,2021-08-25,2021-09-14,2021-10-14,False,True,Midnight Tower,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/midnight-tower/secrets-of-the-drow-trilogy,30
The Adventurer's Guide To Theria: Ta'lor (A DND 5E Guide),A Dungeons and Randomness 5E Setting Book,80000.0,82570.99,82570.99,447,US,USD,2021-06-04,2021-08-28,2021-09-27,False,True,Jason Massey,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/dandrpodcast/the-adventurers-guide-to-theria-volume-ii-talor,30
Monsters of Murka: Restaurants and Retail,"A satirical 5e campaign supplement and resource book expanding the world of Monsters of Murka with new items, subclasses, and monsters!",16000.0,82018.0,82018.0,1701,US,USD,2020-07-31,2020-09-08,2020-10-09,False,True,Action Fiction,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/actionfiction/monsters-of-murka-restaurants-and-retail,31
Wicked Foundations: Tales of Terror 5e Miniatures,We at Wicked Foundations provide highly detailed miniatures to augment your tabletop roleplaying experience.,50000.0,79626.0,79626.0,798,US,USD,2018-02-13,2019-09-09,2019-10-24,False,True,Wicked Foundations Games and Accessories,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/883643045/wicked-foundations-tales-of-terror-5e-miniatures,45
Arcana Note: 5E Leather Journal & Adventure Kit,A tough leather journal and adventure kit that contains supplies to help you play or run your fifth edition games smoothly.,19500.0,76002.99,76002.99,1041,US,USD,2017-06-01,2017-06-27,2017-07-27,False,True,Arcane Goods,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/arcanegoods/arcana-note-5e-leather-journal-and-adventure-kit,30
Asian Monsters: 90+ magnificent monsters for DnD 5E!,"Legendary monsters from China, Japan, India, Korea, Vietnam, Malaysia, the Philippines, and beyond in this beautiful DnD 5E bestiary!",1000.0,75739.0,75739.0,1940,US,USD,2021-05-27,2021-06-09,2021-07-02,False,True,Legendary Games,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/legendarygames/asian-monsters-90-magnificent-monsters-for-dnd-5e,23
Adventures Await!,A collection of 40 D&D 5e compatible adventures!,15000.0,74887.66,74887.66,2125,US,USD,2021-01-21,2021-03-02,2021-04-01,False,True,Adventures Await,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/adventuresawait/adventures-await,30
"Aegis of Empires Adventure Path for 5E, Pathfinder 1E and 2E","A 600-page 6-part Adventure Path for D+D 5E, Pathfinder 1st Edition, & Pathfinder 2nd Edition, set in the epic Lost Lands of adventure",10000.0,72977.0,72977.0,884,US,USD,2020-03-31,2020-05-06,2020-06-05,False,True,Legendary Games,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/legendarygames/aegis-of-empires-adventure-path-for-5e-pathfinder-2e-pfrpg,30
Ghoul Island,The First Role-playing Campaign for Sandy Petersen's Cthulhu Mythos 5e,1000.0,72008.79,72008.79,2617,US,USD,2019-08-12,2019-09-09,2019-09-19,False,True,Sandy Petersen,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/petersengames/ghoul-island,10
Ultimate Kingdoms for DnD 5E or PFRPG,"Build and rule your kingdom with our bestselling rules for 5E and PFRPG! Armies, conquest, factions, intrigue, in beautiful hardcover!",10000.0,71163.0,71163.0,1142,US,USD,2019-04-26,2019-06-05,2019-07-04,False,True,Legendary Games,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/legendarygames/ultimate-kingdoms-for-dnd-5e-or-pfrpg,29
City of Brass: Epic Adventure for 5e and Swords and Wizardry,City of Brass: A Legendary Adventure for 5e and Swords and Wizardry! Based on the 2006 Necromancer Games classic!,40000.0,70247.0,70247.0,779,US,USD,2018-06-16,2018-06-24,2018-07-24,False,True,Frog God Games,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/froggodgames/city-of-brass-epic-adventure-for-5e-and-swords-and,30
Fantastic Lairs: Boss Battles & Final Encounters for 5e D&D,A book of drop-in villainous lairs and dynamic combat encounters for your fifth edition Dungeons & Dragons games.,15000.0,69387.0,69387.0,3895,US,USD,2020-04-10,2020-06-01,2020-07-01,False,True,Mike Shea,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/slyflourish/fantastic-lairs-boss-battles-and-final-encounters-for-5e-dandd,30
Talislanta: The Savage Land,"Discover the dangerous past of the classic Talislanta RPG. Also available in 5e OGL, Pathfinder, Savage World & Open D6 versions.",10000.0,69146.0,69146.0,1963,US,USD,2017-03-27,2017-03-29,2017-04-30,False,True,Stewart Wieck,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/1861515217/talislanta-the-savage-land,32
Tome of Alchemy: Magic Item and Potion Creation for 5e,5th Edition rules for alchemical creation of magical and mundane items in your 5th Edition game!,15000.0,68318.0,68318.0,1136,US,USD,2020-05-13,2020-07-08,2020-08-07,False,True,Necromancer Games,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/necromancergames/tome-of-alchemy-magic-item-and-potion-creation-for-5e,30
Barrowmaze: Dwarrowdeep (OSR and 5E),A fantastic new MEGADUNGEON for the OSR and 5E by Barrowmaze author Greg Gillespie,10000.0,85296.29,67415.9596769052,780,CA,CAD,2021-02-17,2021-03-10,2021-04-01,False,True,Greg Gillespie,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/843284272/barrowmaze-dwarrowdeep-osr-and-5e,22
Scarred Lands—FRPG setting in 5e OGL & Pathfinder editions,"In the hands of the original creators, this 3e FRPG setting of a world torn by war between gods & titans returns for Pathfinder and 5e.",20000.0,67731.0,67731.0,1017,US,USD,2014-11-07,2016-01-05,2016-02-02,False,True,Stewart Wieck,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/1861515217/scarred-landsfrpg-setting-in-both-5e-and-pathfinde,28
Under the Seas of Vodari - Aquatic Adventuring for 5e,Dive into a world full of action and adventure set beneath the waves of Vodari or your own 5th Edition campaign world.,10000.0,85159.49,66358.4751292216,1380,CA,CAD,2020-12-26,2021-02-03,2021-03-05,False,True,Tribality Publishing,False,successful,Tabletop Games,False,False,https://www.kickstarter.com/projects/tribality/under-the-seas-of-vodari-aquatic-adventuring-for-5e,30
